^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS111
!dataset_title = Steady-state temperature (y14)
!dataset_description = Samples collected from cells grown continuously at 15°C, 17°C, 21°C, 25°C, 29°C, 33°C and 36°C. Included as part of a detailed characterization of global expression programs triggered by stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL54
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 9216
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 8
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS111_1
!subset_dataset_id = GDS111
!subset_description = 15°C
!subset_sample_id = GSM1041
!subset_type = temperature
^SUBSET = GDS111_2
!subset_dataset_id = GDS111
!subset_description = 17°C
!subset_sample_id = GSM1047
!subset_type = temperature
^SUBSET = GDS111_3
!subset_dataset_id = GDS111
!subset_description = 21°C
!subset_sample_id = GSM1042
!subset_type = temperature
^SUBSET = GDS111_4
!subset_dataset_id = GDS111
!subset_description = 25°C
!subset_sample_id = GSM1043
!subset_type = temperature
^SUBSET = GDS111_5
!subset_dataset_id = GDS111
!subset_description = 29°C
!subset_sample_id = GSM1044
!subset_type = temperature
^SUBSET = GDS111_6
!subset_dataset_id = GDS111
!subset_description = 33°C
!subset_sample_id = GSM1045
!subset_type = temperature
^SUBSET = GDS111_7
!subset_dataset_id = GDS111
!subset_description = 36°C
!subset_sample_id = GSM1046,GSM1055
!subset_type = temperature
^DATASET = GDS111
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1041 = Value for GSM1041: steady state 15 dec C; src: pool; src: 15 deg C
#GSM1047 = Value for GSM1047: steady state 17 dec C; src: pool; src: 17 deg C
#GSM1042 = Value for GSM1042: steady state 21 dec C; src: pool; src: 21 deg C
#GSM1043 = Value for GSM1043: steady state 25 dec C; src: pool; src: 25 deg C
#GSM1044 = Value for GSM1044: steady state 29 dec C; src: pool; src: 29 deg C
#GSM1045 = Value for GSM1045: steady state 33 dec C; src: pool; src: 33 deg C
#GSM1046 = Value for GSM1046: steady state 36 dec C; src: pool; src: 36 deg C
#GSM1055 = Value for GSM1055: steady state 36 dec C: y14n095; src: pool; src: 36 deg C
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1041	GSM1047	GSM1042	GSM1043	GSM1044	GSM1045	GSM1046	GSM1055
6865	YOR203W	-0.228	-0.127	-0.658	-0.49	0.028	-0.102	0.13	0.39
6866	GEP3	-0.126	-0.04	0	0.131	0.168	0.441	0.241	0.485
6867	RET1	-0.041	-0.701	-0.357	0.181	0.095	0.654	0.031	0.205
6868	NPT1	0.023	0.194	0.122	0.308	0.353	-0.045	-0.239	0.084
6869	MGM1	0.063	0.28	0.263	-0.061	0.078	-0.348	null	0.202
6870	SAS5	0.455	0.589	0.299	0.128	0.028	-0.933	null	-0.592
6871	BUD7	0.415	-0.071	0.027	0.108	0.086	0.332	-0.178	0.081
6872	RAX1	-0.149	-0.222	0.016	0.045	0.537	0.435	-0.102	-0.079
6873	CPA1	0.376	1.45	-0.48	-0.238	-0.075	-0.468	0.338	0.541
6874	RRG7	-0.01	-0.023	-0.005	0.134	0.148	-0.208	-0.553	0.864
6875	SLY41	0.18	-0.106	0.008	0.072	0.248	0.125	-0.077	0.203
6876	YOR309C	0.053	0.249	0.343	0.418	0.173	-0.43	-1.447	-0.419
6877	HAT1	-0.263	1.283	0.025	0.193	0.147	-0.119	null	0.093
6878	ULA1	-0.38	-1.091	-0.449	-0.355	0.122	-0.263	-0.085	0.167
6879	AEP3	-0.737	-0.778	-0.862	-3.907	1	-0.415	-0.678	-1
6880	TFC8	-0.434	-0.576	-0.443	-0.23	0.176	0.402	-0.149	-0.457
6881	RQC2	-0.637	-0.621	-0.434	-0.248	0	0.3	-0.688	-0.729
6882	TAF3	-0.274	-0.05	-0.206	-0.094	0.042	0.119	-0.152	0.154
6883	MSY1	-0.172	-0.051	-0.257	-0.245	0.273	0.028	0.341	0.415
6884	INA17	-0.377	0.435	0	0.09	0.243	0.094	-0.214	0
6885	ELP4	0.036	0.152	0.122	-0.003	0.28	-0.269	-0.401	-0.542
6886	FMP30	-0.466	0.303	-0.457	-0.07	0.128	-0.521	0.358	0.236
6887	SYH1	-0.075	-0.36	0.05	0.044	0.188	0.043	-0.428	-0.444
6888	YPL107W	0	1	null	-0.585	0	-0.585	null	null
6889	RSA1	0.027	0.035	0.2	0.263	-0.009	-0.44	-0.082	0.23
6890	APL5	-0.476	-1.162	-0.337	0.242	0.182	0.755	0.098	0.067
6891	YPL197C	0.16	0.436	-1.322	0	null	1	0.678	-0.415
6892	YPL199C	-0.668	0.378	0.162	0.4	0.572	-0.113	-0.476	-0.226
6893	YIG1	0.748	0.186	0.097	-0.085	-0.706	-0.628	-1.404	-0.341
6894	TPK2	0.315	-0.15	-0.249	-0.06	0.09	0.342	0.288	0.499
6895	ICL2	-0.498	-0.551	-0.585	-0.177	0.206	0.193	0.874	-0.399
6896	HAA1	0.122	-0.096	0.097	0.036	0.243	0.267	-0.222	0.164
6897	RPA135	-0.325	-0.722	0.06	0.134	0.369	0.896	0.193	-0.07
6898	YPR012W	-0.057	-0.07	-0.322	0.093	-1.322	-0.652	null	null
6899	YPR014C	0.052	1.165	-0.112	-0.085	0.181	0.131	null	1
6900	TIF6	0.627	0.774	0.243	-0.021	0.098	-0.514	-0.64	-0.222
6901	RPL11A	-0.353	0.375	0.482	0.687	0.636	-0.279	-0.386	-0.415
6902	FHL1	-0.175	-0.523	-0.127	-0.038	-0.039	0.301	-0.562	-0.073
6903	ISR1	-0.06	0.061	-0.148	0.078	0.141	0.261	-0.172	-0.121
6904	RPN7	-0.221	0.176	-0.031	0.297	0.411	0.311	-0.455	-0.033
6905	RPC40	-0.169	0.006	0.208	0.274	0.499	0.095	0.081	0.172
6906	MRD1	-0.05	-0.472	0.171	0.16	-0.063	-0.23	-0.429	-0.715
6907	SGE1	0.63	0.168	-0.096	-0.043	0.135	-0.085	-0.168	0.113
6908	ARR2	0.646	1.187	0.17	-0.507	0	-0.688	-0.737	-0.896
6909	YPR202W	0.471	-1.22	0.221	0.241	-0.156	1.408	-0.663	-1.247
6910	YPR204W	0.309	-0.775	0.111	0.083	0.295	0.354	-0.346	-0.448
6911	EMPTY	-1	2.115	-1	-0.585	-0.214	-1.657	-0.786	-0.967
6912	EMPTY	-0.181	null	null	0.276	0	-2.585	null	null
6913	3XSSC	-2	null	null	null	0	-2.17	null	-0.585
6914	E. COLI #29	0	null	-2.874	null	null	-0.678	-1.441	null
6915	E. COLI #35	0.585	null	null	-0.415	-0.415	null	null	null
6916	E. COLI #38	null	1.889	null	-2.585	null	-0.415	null	null
6917	3XSSC	null	null	0	null	0	-1.585	null	0.263
6918	3XSSC	-0.415	-1.7	1.585	null	null	null	null	1
6919	EMPTY	null	3	null	-1.7	null	0	null	null
6920	EMPTY	null	1	null	0	null	null	-1.415	null
6921	EMPTY	-1.585	0.263	null	null	1	null	null	-0.585
6922	EMPTY	-1.184	null	null	1	-0.415	null	-1.585	null
6923	EMPTY	null	0	null	-0.585	null	-2.503	-0.415	null
6924	EMPTY	-1	null	-2.115	0	null	-1.322	-1.585	null
6925	EMPTY	null	null	null	0.415	null	null	null	null
6926	EMPTY	null	0.907	-1	1	null	null	null	null
6927	EMPTY	0	0.415	null	-0.585	null	null	null	-1
6928	EMPTY	null	-0.585	null	0	null	null	-0.585	null
6929	EMPTY	0	-0.585	null	0	null	-2	null	null
6930	EMPTY	null	1	null	null	null	null	null	null
6931	EMPTY	null	null	null	0	null	-2	null	0.222
6932	EMPTY	null	null	null	null	null	-1	null	-1
6933	EMPTY	null	null	null	0.585	null	null	null	null
6934	EMPTY	null	null	-1.585	null	null	-1	0	1.322
6935	EMPTY	0	null	null	null	null	null	null	null
6936	EMPTY	1	0.485	null	null	null	null	null	1.115
6937	BUD14	-1.273	-0.181	-1.138	-0.341	0	-0.737	-0.231	-0.721
6938	KIN3	-0.624	-0.058	-0.338	-0.211	0.08	-0.126	-0.096	-0.353
6939	PAU7	-0.384	-0.204	-0.479	-0.31	-0.069	-0.239	-0.13	-0.327
6940	UIP3	-0.118	-0.029	-0.368	-0.247	0.334	0.12	0.245	-0.138
6941	YAR029W	-0.263	-0.331	-0.648	0	-0.659	-0.152	-0.044	0.27
6942	PRM9	-0.138	-0.146	-0.256	-0.113	0.274	0.161	0.158	-0.182
6943	KIP1	-0.424	-0.684	-0.407	-0.035	0.097	1.25	0.298	-0.163
6944	YBL065W	-0.621	-0.665	-0.783	-0.565	-0.193	-0.295	-0.322	-0.558
6945	UBP13	0.118	-0.453	0.22	0.056	-0.252	-0.107	-0.433	-0.31
6946	AST1	-0.057	0.152	0.381	0.217	0.259	0.055	-0.023	-0.099
6947	YBL071C	-0.613	1	-0.848	-0.082	-1	1.415	2.17	-0.585
6948	YBL073W	-0.67	-0.827	-0.422	-0.498	-0.162	0.821	-0.152	-0.294
6949	CST26	0.156	0.295	0.498	0.158	0.264	0.086	-0.146	-0.054
6950	TCM62	0.104	0.012	-0.102	-0.011	0.082	0.37	0.2	-0.089
6951	ZTA1	0.204	-0.017	-0.279	-0.022	0.16	0.267	-0.022	0.177
6952	RPS11B	-0.099	0.5	0.476	0.46	0.436	0.094	-0.154	-0.065
6953	REG2	1.128	0.866	-0.132	-0.512	-0.784	-1.199	-0.36	-0.501
6954	RFS1	0.585	0.723	-0.165	-0.197	-0.236	0.006	0.601	0.564
6955	MEC1	-0.339	0.149	-0.445	-0.467	0.1	0.078	0.29	-0.322
6956	YBR138C	-0.15	-0.275	-0.181	-0.283	-0.177	0.204	-0.139	-0.15
6957	IRA1	0.174	-0.396	0.163	0.107	-0.336	-0.276	-0.427	-0.464
6958	MAK5	-0.188	-0.166	0.417	0.317	0.315	0.048	-0.396	-0.456
6959	YBR144C	-0.615	0.085	-0.533	-0.713	-0.227	-1.1	-0.812	-0.58
6960	MRPS9	0	0.504	-0.114	-0.205	0	-0.316	-0.515	-0.097
6961	SWC5	-0.006	0.445	-0.213	-0.079	0.169	-0.209	-0.141	-0.345
6962	PBP2	0.333	0.524	0.108	0.162	0.196	-0.297	-0.369	-0.565
6963	VHC1	0.085	0.024	-0.15	-0.078	0.042	0.286	-0.096	-0.251
6964	PRP5	-0.216	-0.168	-0.343	-0.231	-0.11	-0.209	0.051	-0.5
6965	ERT1	0.037	0.191	-0.048	-0.121	-0.135	0.252	0.346	0
6966	YBR241C	0.229	-0.142	-0.633	-0.405	0.013	0.385	0.612	0.345
6967	YCL026C	0.12	-0.327	-0.453	-0.366	-0.385	-0.83	-0.143	-0.195
6968	RNQ1	-0.021	-0.306	0.027	0.081	0.288	0.381	0.076	-0.145
6969	HIS4	-0.366	-1.15	-0.432	-0.163	0.696	1.076	-0.162	-0.071
6970	STE50	0.261	0.314	0	-0.024	0.123	-0.287	-0.061	-0.276
6971	LSB5	0.447	0.231	-0.153	0.004	-0.053	-0.207	-0.1	-0.091
6972	GFD2	-0.288	-0.231	-0.328	0.02	0.221	-0.017	0.66	0.332
6973	ELO2	0.487	0.576	0.387	0.356	0.294	0.107	-0.043	-0.115
6974	RBK1	0.124	0.292	0.055	0.024	0.123	0.169	0.513	0.279
6975	BUD5	-0.144	-0.284	-0.065	-0.203	0.079	0.093	0.22	-0.03
6976	MATALPHA1	-0.893	-0.322	-0.88	-0.28	-0.115	-1.051	-0.363	-0.472
6977	TAF2	-0.059	-0.93	-0.014	0.166	-0.069	0.915	-0.383	-0.569
6978	PER1	0.634	0.545	0.223	0.08	0.029	-0.132	0.057	0.09
6979	NHP10	-0.014	0.277	0.213	0.231	0.206	-0.213	-0.292	-0.274
6980	ATP16	0.019	0.283	-0.03	0.21	0.286	0.141	0.229	0.156
6981	PTC1	-0.272	0.134	0.246	0.243	0.083	-0.169	0.015	0.038
6982	APC11	-0.634	-0.086	-0.244	-0.033	0.265	0.042	0.25	0.218
6983	GRX6	0.017	0.433	0.1	-0.174	-0.01	-0.156	-0.346	-0.18
6984	YDL012C	-0.194	0.449	0.084	0.003	0.125	-0.079	-0.117	0.393
6985	SNU23	-0.399	0.152	-0.436	-0.181	0	-0.379	-0.273	-0.055
6986	GET3	-0.642	0.079	-0.131	-0.102	0.455	0.181	0.252	0.021
6987	POL3	0.585	0	-0.415	-0.652	-0.415	-1.138	0.415	0.663
6988	QRI7	-0.16	-0.252	0.059	-0.322	-0.28	-0.7	-0.061	-0.463
6989	PHO2	-0.617	-0.351	0	-0.144	-0.503	0.193	-0.248	-0.538
6990	KIN28	-0.231	0.078	0	0	-0.231	0	0.096	-0.138
6991	SNF3	0.041	-0.363	-0.261	-0.291	-0.082	0.399	0.258	0.04
6992	YDL196W	0.064	-0.222	-0.509	-0.652	-0.469	0.241	-0.064	-0.644
6993	GGC1	0.822	0.988	0.274	0.306	0.126	-0.141	-0.424	-0.496
6994	MGT1	-0.297	-0.084	-0.414	-0.31	0.066	0.134	0.512	0.076
6995	MRPL11	0.231	0.582	0.281	0.148	0.224	-0.034	0.021	-0.078
6996	RTN2	0.601	0.436	-0.917	-0.665	-0.383	-0.214	0.209	0.17
6997	YDR042C	0.295	0.823	0.07	-1	-0.652	-0.7	0.652	-0.131
6998	HEM13	0.908	0.047	0.396	0.169	0.019	-0.264	-0.557	-0.519
6999	BAP3	null	null	null	-2.115	null	0.585	-0.585	0
7000	YDR048C	-0.444	-0.617	-0.218	-0.134	0	-0.308	-0.271	-1.018
7001	TPI1	0.498	0.508	0.543	0.205	0.307	-0.036	0.106	0.167
7002	DBF4	-0.263	-0.165	0.181	-0.152	0	-0.515	-0.322	-0.453
7003	HPR1	0.02	-0.538	0.308	0.17	-0.247	0.384	-0.308	-0.194
7004	MTQ2	-0.139	-0.245	-0.143	-0.033	0.193	0.259	0.278	0.268
7005	PEX7	0.013	0.012	-0.271	-0.03	-0.301	-0.559	-0.684	-0.197
7006	MKC7	-0.176	-0.201	0.389	0.053	0.234	0.253	-0.34	-0.167
7007	SWI5	0.077	-0.224	0.198	-0.005	-0.012	0.309	-0.372	-0.065
7008	KGD2	0.291	0.236	0.147	0.097	0.074	0.13	-0.463	0.268
7009	LYS4	0.339	-0.16	0.314	0.183	0.412	0.264	-0.28	-0.319
7010	YDR250C	-0.485	-0.25	-0.478	-0.536	-0.503	-0.082	0.08	-0.438
7011	BTT1	-0.38	0.098	-0.075	-0.016	0.02	0.08	0.184	-0.019
7012	CHL4	0.079	-0.177	-0.269	-0.29	0.055	0.29	0.256	-0.031
7013	CTA1	0.562	0.544	0.086	-0.164	-0.097	-0.309	-0.093	-0.108
7014	HSP78	-1.066	-0.886	-1.375	-1.059	-0.585	0.297	0.101	-0.261
7015	UBX5	0.376	0.348	0.114	-0.28	-0.142	0.097	-0.18	0.006
7016	IRC3	-0.032	-0.153	-0.06	-0.055	-0.042	0.095	0.219	0.159
7017	SWR1	-0.193	-0.415	-0.329	-0.152	-0.222	0.379	0.206	0
7018	MRX8	-0.046	0.435	-0.061	0.012	0.288	-0.118	0.091	-0.025
7019	YDR338C	0.224	0.064	-0.049	-0.073	0.09	0.189	-0.021	0.038
7020	YDR340W	-0.866	-1.69	-0.394	-0.301	0.025	0.309	-0.054	-0.24
7021	YDR426C	0.03	0	-0.092	-0.277	0.1	-0.307	-0.091	-0.16
7022	BNA7	-0.407	-0.238	0	0.14	0.337	0	-0.077	0.171
7023	CYM1	-1	-1.222	-1	-0.415	1.322	1	-0.737	2.459
7024	NPL3	0.632	0.286	0.708	0.232	0.272	-0.081	-0.278	-0.39
7025	GPI17	-0.737	-1.585	-1.807	null	-1	null	null	0.807
7026	PPZ2	0.509	-0.22	-0.141	-0.245	-0.129	0.155	0.144	0.096
7027	SPS2	0.128	0.15	-0.299	-0.428	-0.276	-0.437	0.368	0.182
7028	AGE1	-0.231	-0.009	0.033	0.221	0.216	0.177	0.004	-0.041
7029	YDR526C	-0.099	0.054	-0.025	0.013	-0.095	-0.107	-0.198	-0.103
7030	HLR1	-0.066	-0.224	-0.183	-0.098	0.027	0.053	0.159	0.335
7031	APA2	0.703	0.657	0.393	0.154	-0.243	-0.683	-0.848	-0.494
7032	KRE28	-0.278	0.168	0.174	0.065	-0.228	-0.058	-0.692	0.059
7033	RMD6	-0.245	0.387	-0.61	-0.678	-0.049	-0.085	0.515	0.451
7034	YEL074W	0.271	-0.876	0.035	-0.038	0.167	0.688	-0.427	-0.773
7035	YEL076C	0.364	-0.899	0.367	0.159	0.163	1.261	-0.584	-0.958
7036	MNN1	0.382	-0.329	-0.439	-0.374	-0.255	0.107	-0.425	-0.333
7037	PMI40	0.193	0.534	0.268	0.209	0.596	0.231	-0.158	0.292
7038	YND1	-0.218	-0.074	0.046	0.015	-0.259	0.12	0.406	0.411
7039	AIM10	0.06	0.181	-0.203	-0.014	0.201	0.195	0.059	0.008
7040	PTC2	-0.678	-0.7	-0.152	-1	-0.152	-0.459	-0.29	-0.093
7041	MET6	0.586	-0.645	-0.763	-0.192	0.515	0.898	0.287	0.236
7042	TSC11	0.311	0.17	-0.29	0.17	-0.202	0.354	0.216	-0.027
7043	RAD51	0.787	0.491	0.262	-0.164	-0.171	-0.148	0.168	0.193
7044	YER097W	-0.359	-0.263	-0.314	-0.263	0	0.263	0.059	-0.084
7045	FAU1	0	1	-1	-0.354	-0.541	-0.322	-0.193	-0.474
7046	PUG1	0.435	0.393	-0.091	-0.363	-0.03	-0.599	-0.249	-0.315
7047	YER187W	0.768	0.669	0.364	-0.272	-0.585	-1.659	-1.176	-0.62
7048	YER189W	0.51	-0.963	0.209	0.297	0.12	1.119	-0.626	-0.866
7049	YFL-TYA	-1.322	null	null	null	null	null	null	null
7050	DEG1	-0.534	-0.094	0.178	-0.147	-0.148	-0.131	0	-0.159
7051	YFR018C	0.025	0.373	0.111	0.1	0.101	0.013	-0.302	-0.069
7052	YFR020W	0.582	0.57	0.172	-0.05	-0.176	-0.415	-0.537	-0.578
7053	ROG3	0.711	0.113	-0.19	-0.227	-0.233	0.049	-0.048	0.245
7054	LSB3	0.393	0.148	-0.425	-0.108	0.049	-0.018	0.368	0.491
7055	ULI1	0.047	0.2	-0.351	-0.431	-0.091	-0.098	-0.236	-0.222
7056	CDC14	-0.046	-0.104	0.09	0.122	0.123	0.163	-0.06	0.358
7057	SDS23	0.501	0.045	0.178	-0.034	-0.156	0.108	0.243	0.153
7058	RAD6	0.025	0.365	0.184	0.144	0.308	0.066	0.152	-0.071
7059	YBP2	0.103	-0.157	0.143	0.177	0.255	0.226	-0.042	-0.274
7060	PYC1	0.346	0.672	-0.58	-0.648	-0.381	0.555	0.889	0.509
7061	MRH4	0.106	0.019	0.103	-0.011	0.269	-0.089	-0.052	-0.232
7062	SGF73	-1	2.115	-0.415	0.485	-0.322	0.193	null	-0.848
7063	YGL152C	-0.355	0.164	0.094	0.093	0.089	-0.206	-0.41	-0.312
7064	LYS5	-0.315	0.167	0.014	0.056	0.097	-0.117	0.153	0.181
7065	AMS1	1.617	-0.122	-0.238	-0.478	-0.585	-0.193	0.213	-0.131
7066	RCK1	-0.637	-0.308	0	-0.155	-0.042	-0.519	-0.269	-0.176
7067	AIM14	0.1	0.063	0.178	0.227	0.195	0.341	-0.082	0.114
7068	SUT1	-0.123	0.108	0.008	0.263	0.233	-0.059	0.241	0.1
7069	PDE1	-0.045	-0.109	-0.747	-0.3	0.073	0.296	0.689	0.525
7070	RMR1	null	0.585	-1.322	null	null	null	-0.263	null
7071	RTG2	0.287	0.418	0.143	0.364	0.047	-0.018	-0.172	-0.287
7072	FZF1	-0.334	-0.128	-0.291	0	-0.013	0.06	0.197	0.148
7073	ADH4	0.403	0.436	0.044	0.128	0.158	0.004	-0.212	0.095
7074	VEL1	-0.568	-0.538	-0.386	-0.395	0	0.028	-0.039	0.161
7075	SLX9	-0.373	0.405	0.16	0.297	0.286	-0.199	-0.24	-0.154
7076	GCD2	-0.373	-0.472	0.173	0.442	0.263	0.223	-0.224	-0.283
7077	RPL11B	-0.493	0.369	0.353	0.605	0.563	0.055	-0.153	0.104
7078	PDC6	0.39	0.134	-0.07	-0.181	-0.09	-0.312	0.322	-0.127
7079	NNF2	0.147	-0.481	-0.089	0.141	0.063	0.397	-0.15	0.035
7080	PRP31	-0.066	0.231	-0.024	-0.104	0	0.111	-0.16	0.046
7081	ATF2	0.015	0.447	0.386	0.025	0.16	0.072	0.237	0.293
7082	OKP1	-0.585	-0.252	-0.124	-0.148	0.389	-0.103	-0.17	0.064
7083	TIM13	0.063	0.539	0.231	0	0.32	-0.037	0.103	0.039
7084	QCR9	0.242	0.462	-0.044	-0.26	0.107	-0.094	0.232	-0.065
7085	TYS1	-0.088	0.237	0.329	0.387	0.411	0.193	0.022	-0.14
7086	HGH1	-0.494	0.132	0.317	0.428	0.222	-0.019	-0.112	-0.222
7087	YGR273C	-0.541	-0.31	-0.621	-0.678	-0.212	-0.737	-0.737	-0.575
7088	RTT102	-0.115	0.461	0.133	0.295	0.337	-0.177	-0.104	-0.208
7089	CAB4	-0.058	0.147	-0.214	0.115	0.231	0.213	0.555	0.201
7090	SCW4	1.026	0.764	0.194	0.151	0.12	-0.075	0.022	-0.035
7091	YOR1	0.477	-0.625	0.303	-0.027	-0.213	1.02	-0.271	-0.097
7092	YGR283C	-0.268	0.306	0.516	0.294	0.243	-0.254	-0.092	-0.016
7093	MYO1	-0.222	0.206	-0.252	-0.474	-0.737	0.637	-0.415	-0.248
7094	THR1	-0.152	-0.063	0.039	0.106	0.36	0.113	0.51	0.528
7095	RPN1	0.15	-0.049	0.338	0.344	-0.157	0.459	-0.405	-0.361
7096	YHI9	0.582	0.72	0.234	-0.021	-0.018	-0.311	0.185	-0.045
7097	RRM3	0.28	-0.273	0.255	0.085	-0.186	0.344	-0.243	-0.183
7098	YHR033W	1.15	0.141	-0.299	-0.168	-0.415	-0.359	0.555	0.184
7099	TOM71	-0.05	-0.189	-0.199	0.181	0.217	0.466	0.351	0.345
7100	SET1	-0.325	-0.848	-0.326	-0.304	0.033	0.595	0.365	0.345
7101	LSM12	-0.341	0.346	0.27	0.214	0.37	0.045	-0.217	-0.195
7102	EPT1	0.273	0.202	0.261	0.142	0.077	0.1	0.196	0.452
7103	YHR125W	-1.138	-0.105	-0.798	-0.817	-0.399	-1.115	-0.737	-0.351
7104	YHR127W	-0.043	0.258	0.164	0.347	0.077	-0.099	-0.305	-0.071
7105	YHR212C	-0.51	-0.576	-0.107	0	-0.212	-0.038	0.1	0.059
7106	YHR214W	-0.627	-0.778	-0.086	-0.06	0.345	0.435	0.528	-0.162
7107	IMD2	0.477	0.524	0.636	0.323	0.236	-0.095	-0.24	-0.495
7108	YHR218W	0.151	-0.735	0.074	0.367	0.214	1.148	-0.478	-0.848
7109	YIL001W	-0.193	0.138	0.041	0.103	0	-0.12	-0.351	-0.128
7110	CFD1	0.119	0.355	0.253	0.123	0.126	-0.237	-0.036	-0.38
7111	ICE2	0.36	0.541	0.441	0.035	-0.29	0.198	0.202	1.2
7112	YIL092W	-0.009	0.051	0.214	0.099	-0.017	-0.068	-0.083	-0.289
7113	LYS12	-0.07	-0.04	0.232	0.207	0.328	0.259	0.018	0.124
7114	BMT5	-0.055	0.24	0.464	0.293	0.033	-0.357	-0.463	-0.637
7115	FMC1	0.069	0.301	0.178	0.143	0.263	-0.281	0.048	-0.261
7116	YIL100W	-1	0.222	-0.415	-0.379	-1.585	-0.322	-0.807	0.447
7117	MSL1	-0.094	0.209	0.087	0.04	-0.14	-0.477	-0.096	-0.226
7118	STS1	-0.108	0.116	0.196	0.073	0.007	-0.144	0.141	0.144
7119	GAT4	-1.351	-0.334	-0.475	-0.474	-0.25	-0.354	0.147	0.023
7120	RPR2	-0.052	-0.052	0.106	0.082	0.158	-0.072	-0.228	-0.226
7121	MET28	0.042	0.065	-0.684	-0.188	-0.138	-0.152	0.36	0.115
7122	FLO11	-0.459	-0.663	0	0	0.585	-1	0.515	-0.771
7123	LAS21	0.467	-0.259	0.06	0.097	0.122	0.568	0.474	0.054
7124	YJL064W	-0.059	0.258	0.023	-0.363	0.263	-0.441	0.126	0.336
7125	MPM1	-0.214	0.089	-0.283	-0.352	-0.039	0.242	0.454	0.527
7126	YJL068C	0.458	0.433	-0.166	-0.283	-0.069	0.368	0.684	0.609
7127	YJL070C	-0.326	-0.469	-0.426	-0.678	-0.644	-0.178	-0.363	-0.459
7128	PSF2	-0.193	-0.018	-0.032	-0.095	0.138	0.105	-0.071	0.267
7129	CIS3	0.557	0.875	0.324	0.17	0.25	0.155	0.145	0.032
7130	PIR5	-0.356	0.48	-0.541	-0.273	-0.507	-0.524	-0.263	-0.434
7131	JJJ2	-0.27	0.171	0.209	0.108	0.123	-0.087	0.093	-0.156
7132	TPK1	0.296	0.516	-0.413	-0.315	-0.231	0.335	0.136	0.318
7133	QCR8	0.043	0.749	-0.078	-0.047	0.282	0.16	0.095	0.22
7134	SET2	-0.402	-0.456	0	0.13	-0.043	0.363	-0.399	0.144
7135	YJR029W	-0.769	-2.132	0.07	0.234	0.4	1.533	0.057	-0.02
7136	GEA1	-0.611	-0.339	-0.053	-0.257	0.059	0.798	0.041	-0.061
7137	RAV1	-0.042	-0.271	-0.372	-0.209	-0.074	0.497	0.263	0.063
7138	RAD26	-0.241	-1.17	-0.459	-0.766	-0.263	0.263	-0.276	0.086
7139	YJR037W	-0.379	-0.206	-0.632	-0.263	0	-0.126	0.131	-0.743
7140	YJR039W	0.081	-0.52	0.031	-0.149	-0.297	-0.037	-0.29	-0.7
7141	VPS70	0.379	0.411	0.301	0.177	-0.136	-0.08	-0.683	-0.582
7142	YJR128W	-0.899	-0.881	-0.737	-0.545	-0.126	1.222	0.298	0.094
7143	STR2	0.409	0.471	0.218	0.044	-0.239	-0.066	0.2	0.289
7144	NMD5	-0.097	-0.219	0.215	0.326	0.218	0.464	-0.097	0.062
7145	SGM1	-0.065	0.091	0.033	0.014	-0.147	0.039	-0.38	-0.516
7146	TTI2	-0.288	0.218	0.037	0.124	-0.255	-0.096	0.042	0.193
7147	MPE1	0.1	0.242	0.174	0.062	-0.078	-0.201	0	0.164
7148	BLI1	0.402	0.409	0.256	0.04	-0.132	-0.507	-0.678	-0.472
7149	YKL063C	-0.264	0.342	0.006	0.415	0.396	-0.106	-0.485	-0.206
7150	YET1	0.859	1.425	0.255	-0.135	-0.073	-0.333	-0.749	-0.029
7151	YNK1	0.362	1.002	0.175	0.182	-0.08	-0.097	0.072	0.297
7152	YKL069W	-0.581	0.156	-0.382	-0.368	0.173	0.429	0.517	0.909
7153	SRP102	-0.3	0.472	0.195	0.288	0.511	-0.052	-0.25	-0.247
7154	RPS27A	-0.154	0.722	0.467	0.436	0.412	-0.233	-0.11	-0.224
7155	APE2	-0.232	-0.083	-0.017	0.031	-0.016	1.079	-0.566	-0.612
7156	ELF1	-0.012	0.666	0.152	0.331	0.319	-0.136	-0.018	-0.067
7157	YKL162C	-0.082	0.101	-0.284	-0.086	0.07	-0.042	0.084	-0.211
7158	PIR1	0.482	0.407	0.468	0.289	0.314	0.169	0.06	0.198
7159	RPC37	-0.061	0.244	0.554	0.204	0.331	-0.169	-0.471	-0.388
7160	BCH2	-0.309	-0.287	-0.052	0	0	0.485	0.322	-0.029
7161	SET3	-0.138	-0.308	0.12	-0.09	0.177	0.19	-0.482	-0.213
