^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
7082	KKQ8	0.497	-0.451	-0.24	0.074	-0.381
7083	MRPL38	0.362	0.205	-0.243	0.493	0.358
7084	EBP2	1.84	1.594	1.597	1.246	0.702
7085	TPO5	0.136	0.382	0.396	0.31	0.388
7086	LST4	0.678	1.205	0.855	0.733	0.577
7087	SPC34	-0.93	-0.319	-0.31	0.071	-0.196
7088	GAP1	-1.603	-0.523	-0.82	0.8	1.659
7089	YKR041W	-0.637	-0.42	0.276	-0.93	-0.096
7090	SHB17	0.4	null	0.273	1.045	0.607
7091	YKR045C	-0.151	0.318	0.828	0.717	-0.016
7092	YKR047W	-1.112	-0.675	-0.338	0.246	-0.014
7093	ISA1	-0.025	0.211	0.526	0.223	0.104
7094	FRA1	null	-0.069	-0.325	0.62	-0.432
7095	GPI13	null	1.009	null	-0.401	0.619
7096	IRC19	null	-0.131	0.054	-0.319	-0.139
7097	GRC3	null	0.988	1.057	0.237	0.507
7098	YLL037W	null	0.667	-0.428	0.35	0.112
7099	ERG3	null	-0.553	-0.586	0.546	0.194
7100	SHM2	null	-0.028	-0.738	-1.128	-0.637
7101	FRS1	null	0.851	0.049	0.109	0.257
7102	YLR062C	null	0.842	0.812	1.506	1.269
7103	PER33	null	-0.188	-0.268	-0.191	-0.267
7104	SPC3	null	0.041	0.044	0.283	0.153
7105	YLR152C	0.62	-0.26	0.111	-0.617	-0.029
7106	RNH203	-0.897	-0.511	-0.29	0.477	0.149
7107	YLR156W	-0.876	-0.742	0.437	-0.354	0.213
7108	ASP3-3	0.086	-0.011	0.006	1.217	1.025
7109	ASP3-4	0.369	0.159	0.225	1.185	0.717
7110	YLR162W	-0.086	0.1	0.254	-0.592	0.322
7111	RCK2	0.837	0.352	0.533	-0.072	0.448
7112	SSP120	0.088	0.134	0.066	0.45	0.166
7113	YLR252W	-1.368	-1.318	-1.577	-1.371	-1.191
7114	NDL1	-0.16	0.462	0.186	-0.081	-0.57
7115	HAP1	-0.241	-0.041	null	-0.054	null
7116	GSY2	-1.373	-2.464	-1.991	-2.615	-1.945
7117	RPL26A	0.306	0.826	0.904	1.55	1.262
7118	CIS1	null	-1.502	-1.285	-0.992	null
7119	DIC1	null	-0.752	-0.403	-2.36	-0.93
7120	ORM2	null	-0.051	-0.261	0.998	0.169
7121	YLR352W	null	-0.605	-0.669	-0.581	-0.156
7122	TAL1	null	-0.284	-0.353	-0.592	0.18
7123	SEC39	null	-1.471	-1.29	-2.052	null
7124	SIR3	null	-0.603	1.094	-0.24	0.123
7125	YLR444C	null	-0.182	0.528	0.354	0.504
7126	YLR446W	null	0.366	0.442	0.151	0.261
7127	RPL6B	null	0.931	0.809	1.257	1.138
7128	HMG2	null	-1.456	null	-1.498	null
7129	TDA9	0.35	0.823	0.487	0.186	0.088
7130	YML083C	-0.976	-0.468	-0.554	-0.88	-0.812
7131	AIM33	0.621	null	-2.737	null	-1.441
7132	YML089C	null	-0.546	-0.091	-1.02	null
7133	RPM2	1.06	-0.756	0.28	-0.771	0.436
7134	UTP14	1.831	1.962	1.375	1.535	0.635
7135	STB2	-0.665	-0.082	-0.581	-1.031	-0.28
7136	BUB2	-1.193	-0.482	-0.461	1.017	0.015
7137	YMR057C	null	-2.476	0.16	-3.07	-1.093
7138	SEN15	0.307	0.109	0.375	0.477	0.472
7139	RIM9	-0.132	-1.218	-0.116	-2.71	-1.075
7140	KAR5	-0.134	-0.132	null	-0.693	-0.142
7141	ATG16	null	-1.363	-0.221	-1.787	-0.891
7142	HLJ1	0.377	0.016	-0.161	-0.296	0.195
7143	INP2	-0.525	-0.818	0.14	-0.697	0.133
7144	PAH1	-4.722	null	null	-0.848	-0.503
7145	CEP3	null	-0.378	0.072	-0.661	-0.42
7146	EAR1	null	0.271	0.342	0.456	0.314
7147	PPA2	null	-0.345	-0.409	-0.363	-0.252
7148	TMA23	null	0.402	0.672	0.46	-0.068
7149	URA10	null	-0.535	-0.365	-0.514	-0.345
7150	RCE1	null	-0.364	-0.329	-0.27	-0.036
7151	DSK2	null	-0.788	null	null	0.147
7152	PRM15	null	-0.511	null	-0.815	-0.686
7153	COG6	-0.013	0.008	0.134	0.06	0.042
7154	YNL043C	-0.076	0.074	0.137	0.804	0.557
7155	LAP2	-0.17	-0.814	-0.617	-0.756	-0.104
7156	SLM2	-0.209	0.062	0.097	0.226	-0.078
7157	SFB2	0.225	-0.213	0.157	-0.692	0.281
7158	COG5	-0.172	-0.148	-0.058	null	-0.236
7159	NAM9	0.402	0.009	-0.29	null	0.347
7160	THO2	null	4.633	0.363	null	0.69
7161	AAH1	0.879	1.201	1.236	null	0.642
7162	YNL143C	-0.252	-0.408	0.66	null	0.585
7163	MFA2	-0.724	-0.105	0.891	null	1.182
7164	LSM7	-0.33	0.339	0.356	null	0.198
7165	BNI4	-0.554	0.124	0.558	0.168	0.525
7166	YNL235C	-0.453	0.214	0.145	0.472	-0.08
7167	YTP1	-2.935	-0.96	-0.569	-0.924	-0.38
7168	LAP3	0.863	null	0.656	-0.06	0.48
7169	ZWF1	0.348	-0.339	-0.64	-0.301	0.113
7170	SLA2	-2.448	0.01	-0.827	null	0.093
7171	PEX6	0.013	-0.46	-0.205	-0.542	-0.213
7172	AAD14	null	-0.35	-0.745	-0.165	-0.082
7173	SNZ2	null	-0.886	-1.146	-0.989	null
7174	DDI3	null	-1.155	-0.847	-1.238	-0.745
7175	YNL337W	null	-0.215	null	0.04	0.322
7176	YRF1-6	null	null	null	null	-0.363
7177	MDM12	-0.478	-0.477	-0.629	-0.139	-0.565
7178	PLB3	0.165	0.405	0.399	0.385	0.884
7179	HRD1	0.244	0.173	0.195	-0.133	0.171
7180	IRC10	null	-0.284	null	-0.036	0.585
7181	ESC8	null	-1.055	null	0.722	0.052
7182	YOL019W	null	-0.343	null	-0.026	0.733
7183	NDJ1	-0.193	-0.601	-0.743	-1.341	-1.186
7184	YOL106W	0.266	0.037	0.17	null	null
7185	INO4	-1.156	-0.139	-0.262	null	-0.427
7186	SHR5	-3.095	-1.543	0.037	null	-0.485
7187	MSB4	-0.941	0.473	0.815	0.535	0.374
7188	PTH4	-0.45	-0.411	-0.379	-0.752	-0.658
7189	AKR2	-0.515	0.136	0.16	0.488	0.096
7190	PEP12	-1.2	-1.049	-0.673	-0.509	-0.58
7191	HIR2	-0.529	0.303	0.554	0.658	0.475
7192	GLO4	-0.229	0.096	0.012	0.381	-0.536
7193	CUE5	2.678	-0.25	0.159	0.429	-0.221
7194	IRC23	-0.32	-0.2	-0.381	0.014	-0.415
7195	ORT1	0.585	0.689	-0.492	0.219	-0.238
7196	VPS17	null	-0.175	-0.383	-0.01	-0.243
7197	BAG7	null	-1.209	-0.867	-1.398	null
7198	IDH2	-1.736	-2.666	-2.899	-2.747	-1.391
7199	RUP1	null	0.235	null	null	0.028
7200	SFL1	null	2.3	null	null	0.033
7201	ISU2	-1.457	-0.395	0.071	0.665	0.089
7202	MCP1	-0.337	-0.416	-0.626	-0.23	null
7203	WTM1	-0.453	-1.347	-1.769	-1.79	-1.487
7204	MGE1	0.294	0.445	0.33	0.61	0.614
7205	RPL33B	0.604	1.056	0.904	1.472	1.252
7206	DFR1	0.822	1.057	0.536	0.699	0.539
7207	LDB19	0.67	0.527	0.238	0.224	-0.105
7208	FRT1	0.679	0.836	0.507	0.807	0.406
7209	MYO2	-0.034	0.03	0.245	-0.066	0.525
7210	PDR10	-0.858	0.424	0.309	0.212	0.038
7211	MIP1	0.629	0.718	null	0.481	0.122
7212	VMA4	0.447	0.42	-0.412	0.841	-0.116
7213	RMI1	1.152	0.09	null	null	0.046
7214	SKS1	0.136	-0.447	0.071	-0.818	0.078
7215	ERG10	0.159	0.39	null	0.8	0.878
7216	TRM44	null	null	null	null	null
7217	SVL3	null	null	null	null	null
7218	YPL034W	null	-0.064	-0.325	-0.556	-0.194
7219	VPS30	null	-1.067	null	-0.748	-0.585
7220	TFB2	null	0.501	0.335	0.176	0.324
7221	SPC29	null	-0.865	null	-0.176	-0.244
7222	NAN1	null	1.234	1.334	-0.457	0.908
7223	TBF1	null	0.806	null	0.915	0.687
7224	SPO19	null	-0.046	null	-1.585	-1.06
7225	YPL216W	0.428	0.168	0.603	-0.308	0.123
7226	SAR1	0.056	0.068	0.179	0.896	0.847
7227	RPL1A	0.674	0.923	0.764	1.589	1.635
7228	FMP40	0	0.682	0.468	0.898	0.669
7229	MMT2	-0.356	-0.395	-0.502	-0.123	-0.276
7230	NEW1	1.738	1.34	1.328	0.703	1.102
7231	APL4	0.314	-0.074	0.172	-0.285	0.406
7232	NTO1	-0.242	0.132	0.343	-0.505	0.269
7233	HTS1	0.747	0.925	0.736	0.49	0.506
7234	GLN1	-0.589	-1.277	-1.377	0.603	-0.031
7235	ERV2	-1.505	null	null	null	0.364
7236	YPR039W	-2.206	-0.352	null	null	0.305
7237	YLH47	1.708	0.84	0.816	0.194	0.508
7238	YPR127W	-2.137	0.163	null	null	-0.186
7239	SCD6	-1.627	0.218	null	null	0.547
7240	NAT3	-1.012	-0.393	null	-0.357	-0.24
7241	SPN1	0.909	0.452	null	0.926	0.165
7242	CTF4	null	null	null	null	null
7243	EMPTY	null	null	null	null	null
7244	EMPTY	null	null	null	null	null
7245	EMPTY	null	null	null	-0.779	null
7246	EMPTY	null	null	null	null	null
7247	EMPTY	null	null	null	null	null
7248	EMPTY	null	null	null	null	null
7249	NORF 74	-0.29	-0.339	-0.284	0.213	null
7250	NORF 78	-1.215	-1.043	-0.861	-0.772	-1.069
7251	NORF 82	-0.745	-0.679	-0.516	-0.139	-0.592
7252	NORF 86	-0.386	-0.424	0.065	-0.412	null
7253	NORF 90	0.101	0.08	0.067	-0.29	0.297
7254	NORF 94	0.141	-0.919	-1.394	-1.106	-0.728
7255	MHR1	0.367	-0.093	-0.097	0.07	0.11
7256	EAF1	0.407	0.383	0.389	0.091	-0.058
7257	HKR1	null	null	null	null	0.115
7258	SPP41	0.925	null	1.017	0.68	0.472
7259	YDR509W	0.685	0.272	0.933	null	0.55
7260	SPF1	-0.384	0.127	-0.213	null	0.176
7261	RPS21B	0.228	0.863	0.82	1.128	1.076
7262	LAA1	null	-0.492	null	null	null
7263	MPP10	1.184	1.213	1.085	0.901	0.423
7264	GRR1	0.219	0.091	null	-0.467	0.045
7265	YJR120W	-0.793	0.17	null	-1.361	0.678
7266	MPH3	null	-0.486	null	-0.562	-0.333
7267	ASE1	null	0.391	0.573	-0.129	0.229
7268	YOR062C	null	0.444	null	0.269	-0.221
7269	TFC7	null	0.024	null	-0.121	-0.415
7270	UBP2	null	-0.517	-0.315	-0.271	0.068
7271	DCS2	null	-1.458	-0.606	-1.363	-1.324
7272	MGM1	null	2.241	null	null	null
7273	EMPTY	null	null	null	null	null
7274	EMPTY	null	null	null	null	null
7275	EMPTY	null	null	null	null	null
7276	EMPTY	null	null	null	null	null
7277	EMPTY	null	null	null	null	null
7278	EMPTY	null	null	null	null	null
7279	YBR286W-150	0.643	0.204	0.352	0.362	0.621
7280	YBR286W-250	0.804	0.242	0.265	0.212	0.522
7281	YBR286W-350	0.55	0.069	null	0.112	0.5
7282	YBR286W-450	0.55	0.091	null	0.167	0.56
7283	YBR286W-550	0.657	0.083	0.297	-0.603	0.645
7284	YBR286W-650	0.823	0.204	null	-0.491	0.676
7285	EMPTY	null	null	null	null	null
7286	EMPTY	null	null	null	null	null
7287	EMPTY	null	null	null	null	null
7288	EMPTY	null	null	null	null	null
7289	EMPTY	null	null	null	null	null
7290	EMPTY	null	null	null	null	null
7291	ESC1	null	null	null	-3.471	null
7292	RKR1	null	null	null	null	null
7293	YKU70	null	-0.74	null	-1.66	0.069
7294	ASI3	null	-0.082	null	-0.742	0.13
7295	POL1	null	null	null	null	0.927
7296	SIN3	null	0.677	null	null	0.314
7297	YBR286W-1200	null	null	null	null	null
7298	YBR286W-1300	null	null	null	null	null
7299	YBR286W-1400	null	null	null	null	null
7300	YBR286W-1500	null	null	null	null	null
7301	YBR286W-1600	null	null	null	null	null
7302	EMPTY	null	null	null	null	null
7303	RPA43	0.689	0.828	0.804	0.62	0.331
7304	YOR342C	0.313	0.502	0.531	0.687	0.305
7305	MEK1	null	-0.409	null	null	0.17
7306	CIR2	null	-0.84	null	null	0
7307	PDE2	0.979	0.339	0.133	-0.263	-0.176
7308	PIP2	0.005	-0.331	null	null	-0.297
7309	EMPTY	null	null	null	null	null
7310	EMPTY	null	null	null	null	null
7311	EMPTY	null	null	null	null	null
7312	EMPTY	null	null	null	null	null
7313	EMPTY	null	null	null	null	null
7314	EMPTY	null	null	null	null	null
7315	EMPTY	null	null	null	null	null
7316	EMPTY	null	null	null	null	null
7317	EMPTY	null	null	null	null	null
7318	EMPTY	null	null	null	null	null
7319	EMPTY	null	null	null	null	null
7320	EMPTY	null	null	null	null	null
7321	MTC6	null	null	null	null	null
7322	DNA2	null	null	null	null	null
7323	UTP25	1.05	1.147	0.786	null	-0.929
7324	YIL100W	null	null	null	null	null
7325	NOP9	1.885	1.726	1.637	null	0.957
7326	YJL027C	null	null	null	null	null
7327	EMPTY	null	null	null	null	null
7328	EMPTY	null	null	null	null	null
7329	EMPTY	null	null	null	null	null
7330	EMPTY	null	null	null	null	null
7331	EMPTY	null	null	null	null	null
7332	EMPTY	null	null	null	null	null
7333	EMPTY	null	null	null	null	null
7334	EMPTY	null	null	null	null	null
7335	EMPTY	null	null	null	null	null
7336	EMPTY	null	null	null	null	null
7337	EMPTY	null	null	null	null	null
7338	EMPTY	null	null	null	null	null
7339	EMPTY	null	null	null	null	null
7340	EMPTY	null	null	null	null	null
7341	EMPTY	null	null	null	null	null
7342	EMPTY	null	null	null	null	null
7343	EMPTY	null	null	null	null	null
7344	EMPTY	null	null	null	null	null
7345	3XSSC	null	null	null	null	null
7346	3XSSC	null	null	null	null	null
7347	3XSSC	null	null	null	null	null
7348	3XSSC	null	null	null	null	null
7349	3XSSC	null	null	null	null	null
7350	3XSSC	null	null	null	null	null
7351	EMPTY	null	null	null	null	null
7352	EMPTY	null	null	null	null	null
7353	EMPTY	null	null	null	null	null
7354	EMPTY	null	null	null	null	null
7355	EMPTY	null	null	null	null	null
7356	EMPTY	null	null	null	null	null
7357	EMPTY	null	null	null	null	null
7358	EMPTY	null	null	null	null	null
7359	EMPTY	null	null	null	null	null
7360	EMPTY	null	null	null	null	null
7361	EMPTY	null	null	null	null	null
7362	EMPTY	null	null	null	null	null
7363	EMPTY	null	null	null	null	null
7364	EMPTY	null	null	null	null	null
7365	EMPTY	null	null	null	null	null
7366	EMPTY	null	null	null	null	null
7367	EMPTY	null	null	null	null	null
7368	EMPTY	null	null	null	null	null
7369	3XSSC	null	null	null	null	null
7370	3XSSC	null	null	null	null	null
7371	3XSSC	null	null	null	null	null
7372	3XSSC	null	null	null	null	null
7373	3XSSC	null	null	null	null	null
7374	3XSSC	null	null	null	null	null
7375	EMPTY	null	null	null	null	null
7376	EMPTY	null	null	null	null	null
7377	EMPTY	null	null	null	null	null
7378	EMPTY	null	null	null	null	null
7379	EMPTY	null	null	null	null	null
7380	EMPTY	null	null	null	null	null
7381	EMPTY	null	null	null	null	null
7382	EMPTY	null	null	null	null	null
7383	EMPTY	null	null	null	null	null
7384	EMPTY	null	null	null	null	null
7385	EMPTY	null	null	null	null	null
7386	EMPTY	null	null	null	null	null
7387	EMPTY	null	null	null	null	null
7388	EMPTY	null	null	null	null	null
7389	EMPTY	null	null	null	null	null
7390	EMPTY	null	null	null	null	null
7391	EMPTY	null	null	null	null	null
7392	EMPTY	null	null	null	null	null
7393	YBR232C	null	-0.951	-1.831	-0.979	0.112
7394	ARC40	null	-0.438	-1.353	0.006	0.152
7395	ABD1	null	-0.177	-0.2	-0.609	-0.49
7396	YBR238C	null	-0.22	1.054	-1.251	0.578
7397	THI2	null	-2.413	-1.202	-1.815	-0.786
7398	YBR242W	-0.459	0.297	-0.182	0.32	0.326
7399	FUS1	null	-0.272	-0.544	-0.637	-0.54
7400	BIK1	null	0.107	-1.131	-2.344	-0.335
7401	RRP7	null	0.538	0.31	0.348	0.192
7402	MXR2	null	-0.917	-2.369	-1.285	-1.078
7403	GRX1	null	-1.352	-2.017	-1.244	-1.288
7404	SRO9	null	0.789	0.996	-0.599	0.714
7405	RRP43	null	0.676	0.615	0.608	0.224
7406	PHO87	0.144	0.056	0.532	-0.501	-0.11
7407	MATALPHA2	-0.217	-0.034	-0.095	0.007	-0.283
7408	YCR041W	-0.393	-0.021	-0.297	0.271	-0.52
7409	YCR043C	0.348	0.36	0.559	0.174	0.372
7410	RRT12	-1.019	-2.632	1	-1.294	-1
7411	MCD1	-1.394	-0.82	-0.105	0.462	0.055
7412	MED2	-0.203	-0.148	-0.009	0.277	0
7413	RPT2	-0.207	null	-0.265	0.303	-0.374
7414	YDL009C	-1.225	null	-0.148	0.726	0.224
7415	YDL011C	-1.396	null	-0.608	0.206	-0.072
7416	SLX5	0.059	-0.317	-0.184	-0.109	-0.259
7417	BUG1	null	0.441	0.533	0.24	-0.287
7418	DUN1	null	-1.207	-0.348	-0.115	-0.175
7419	QRI1	null	-0.542	-1.105	-0.196	0.15
7420	NSE4	null	-0.885	-0.838	-1.634	-0.624
7421	MSS2	null	-1.048	-0.908	-0.471	-0.71
7422	YDL109C	null	-3.17	-0.244	-0.17	-1.3
7423	SEC31	null	0.05	-0.102	1.178	0.655
7424	ASF2	null	0.1	-0.244	0.322	-0.096
7425	YDL199C	-2.887	-0.728	-0.908	-0.815	-0.773
7426	TRM8	null	1.03	0.76	0.802	0.307
7427	ACK1	null	0.251	-0.628	0.207	-0.466
7428	HEM3	null	0.047	0.047	0.356	0.711
7429	NRG1	null	-0.351	-0.274	-0.924	-0.452
7430	RPC11	-0.027	0.362	-0.707	0.699	-0.1
7431	HEM12	-1.046	-0.168	-0.794	-0.012	0.802
7432	VMS1	-0.059	0.372	null	0.377	-0.071
7433	DET1	-0.472	-0.035	-0.178	0.301	0.062
7434	YDR053W	-1.965	-1.034	-0.419	-0.062	-0.121
7435	RUB1	-0.197	0.094	0.062	0.418	-0.077
7436	DOP1	-1.024	-0.239	0.095	-0.127	0.04
7437	SAN1	-0.113	-0.026	-0.03	0.954	0.73
7438	TAF12	0.062	0.164	0.256	0.773	0.326
7439	EKI1	-0.726	-0.106	-0.883	0.24	-0.174
7440	YDR149C	null	null	0.585	null	null
7441	YDR249C	null	-0.287	-0.029	0.144	-0.227
7442	PAM1	null	-0.43	-0.248	-0.431	0.22
7443	MET32	null	-1	-0.921	-1.016	-0.128
7444	RMD5	null	-1.572	-0.481	-1.03	-0.398
7445	RKM4	null	0.35	0.295	-0.433	-0.363
7446	YAP6	null	-0.798	-0.376	-1.051	-0.324
7447	GPI8	null	0.213	0.592	0.081	0.564
7448	RQC1	null	0.494	0.431	-0.265	0.023
7449	MSN5	-0.597	-0.526	-0.644	-0.57	-0.371
7450	MRPS28	-0.557	-0.487	-0.621	-0.607	-0.262
7451	FCF1	0.259	0.908	0.318	0.822	0.135
7452	YDR341C	0.585	1.047	1.125	0.76	0.666
7453	RPN9	-0.153	0.037	0.027	0.218	0.097
7454	TIF35	0.758	1.095	1.037	1.366	0.914
7455	YDR431W	-2.553	-1.722	-1.555	-1.929	-1.118
7456	YDR433W	0.484	0.506	1.211	0.45	0.83
7457	PPM1	-0.65	-1.058	-0.848	-0.384	-0.155
7458	GPI19	-0.787	-0.607	-1.228	-1.002	-1.085
7459	SPS1	-0.816	0.028	-0.065	-0.414	-0.25
7460	YDR525W	-1.324	-1.027	null	-0.904	-1.157
7461	RBA50	0.015	0.438	0.129	0.141	-0.243
7462	QCR7	-0.388	-0.463	-0.641	0.282	0.302
7463	CAB1	-0.386	0.198	-0.457	0.07	0.011
7464	HSP31	-1.037	-0.697	-1.074	-0.993	-0.966
7465	ADE1	null	-0.263	null	-0.027	0.803
7466	CDC15	null	-3.459	null	null	null
7467	YAR023C	null	-1	null	-0.99	null
7468	YAR028W	null	-1.776	null	-1.323	0
7469	YAR030C	null	-0.429	-0.911	-0.19	-0.713
7470	MST28	null	-0.079	-0.295	-0.066	0.022
7471	PRX1	null	-1.153	-1.768	-1.224	-1.429
7472	SEF1	null	null	null	-2.845	-2.322
7473	PRS4	0.465	0.821	0.675	0.309	0.451
7474	YBL070C	-4.426	null	0.301	-2.093	-0.123
7475	RPS8A	0.423	1.029	0.463	1.553	1.468
7476	AAR2	null	-0.648	-0.22	-1.178	-0.699
7477	QDR3	-1.119	0.627	-0.287	0.05	0.231
7478	GIP1	null	-0.384	2.248	-1.194	-0.358
7479	FMP23	null	-0.697	null	-0.846	-0.664
7480	REB1	-0.33	-0.118	null	-0.155	0.318
7481	YBR051W	-1.49	-1.043	null	-0.864	-0.702
7482	YBR053C	-2.068	-2.871	-3.312	-2.392	-1.261
7483	YBR137W	-0.587	-0.463	-0.808	-0.317	-0.331
7484	YBR139W	-1.692	-2.266	-2.202	-1.823	-1.294
7485	BMT2	-0.373	0.404	-0.776	-0.291	-0.65
7486	SUP45	0.979	1.42	1.55	1.059	0.95
7487	ADH5	null	-0.313	-1.109	-0.041	0.512
7488	RTC2	null	-0.615	-0.889	-0.974	-1.149
7489	YEL073C	null	-0.978	-0.061	-0.881	null
7490	YEL075C	null	-1.366	-0.114	-0.866	0.132
7491	YEL077C	null	-2.414	null	null	0.329
7492	NOP16	null	null	null	null	1.222
7493	FMP52	null	-0.244	null	0.356	0.268
7494	NUG1	null	1.75	1.471	1.612	0.919
7495	DOT6	-0.065	-0.014	-0.185	0.565	-0.33
7496	TRP2	0.698	1.024	0.292	0.333	0.037
7497	IES5	-0.732	-0.416	-0.416	-0.161	-0.618
7498	PUP3	-0.677	-0.29	-0.759	0.447	0.103
7499	SHC1	-1.784	-0.537	-1	-0.249	-0.208
7500	UBP9	-0.348	-0.532	-0.349	-0.455	-0.479
7501	TOG1	-0.604	-0.844	-0.507	-0.82	-0.807
7502	YER186C	0.019	0.201	0.251	0.514	0.333
7503	YER188W	null	-1.56	null	-0.643	-0.436
7504	YRF1-2	-1.433	-0.372	null	0.022	0.406
7505	YFL-TYB	0.248	0.139	0.253	-0.636	-0.333
7506	SPB4	0.346	0.61	0.588	0.137	-0.027
7507	FAB1	-2.663	1.208	1.433	-0.853	1.379
7508	ATG18	null	-1.141	-1.399	-0.279	-0.559
7509	PES4	null	-2.29	-1.86	-1.358	-1.254
7510	HIS2	null	-0.513	-1.654	-0.14	-0.746
7511	ECO1	null	-0.761	-1.138	0.195	-0.678
7512	PTR3	null	-0.168	-0.458	-0.149	-0.615
7513	GEP7	null	-0.115	0.217	0.113	0.148
7514	PKP2	null	-0.393	-0.76	-1.32	-1.233
7515	DUO1	null	-0.085	-0.378	-0.621	0.263
7516	PUS2	null	-1.354	-0.959	-1.098	-0.26
7517	ALG2	null	-0.427	0.107	-0.137	0.329
7518	NPY1	null	0.395	0.259	0.099	0.236
7519	PEX14	-0.427	-0.067	-0.148	0.282	-0.432
7520	CDC43	-0.025	0.334	0.397	0.406	0.322
7521	ARI1	-0.566	-0.661	-1.007	-0.538	-0.373
7522	YGL159W	-0.585	-0.143	-0.025	-0.425	-0.338
7523	YIP5	-1.097	-0.205	-0.539	0.957	0.161
7524	RAD54	-1.141	-0.624	-0.177	0.083	-0.081
7525	ZIP2	-0.687	-0.432	0.017	-0.769	-0.628
7526	HFM1	-0.576	-0.399	null	-0.887	-0.068
7527	HXK2	0.247	-0.224	0.055	0.713	1.023
7528	ZRT1	1.305	0.743	0.302	0.61	0.212
7529	MNT2	0.425	0.455	0.334	0.082	0.389
7530	YPS5	-1.34	-1.217	null	-1.87	-0.886
7531	TOM20	0.681	0.679	-0.19	0.848	0.729
7532	MRP13	null	-0.31	-0.499	-0.183	-0.202
7533	PIL1	null	-0.503	-0.197	-0.048	0.332
7534	CTT1	null	-1.84	-2.047	-1.517	-1.347
7535	UTP22	null	1.004	0.747	0.247	0.549
7536	DBF2	null	-0.127	-0.068	-0.015	-0.095
7537	PBP1	-1.039	-1.974	0.11	-1.288	-0.281
7538	RNR4	null	-0.118	0.287	-0.669	0.014
7539	YGR182C	-0.387	-0.043	-0.395	0.625	0.434
7540	UBR1	null	-4.157	-1.031	null	0.348
7541	TFG1	0.1	0.222	0.255	0.484	0.266
7542	BUB1	-6.665	-1.202	null	-0.863	null
7543	TAF1	1.006	0.528	null	0.544	null
7544	RNH70	0.345	0.404	0.502	0.106	-0.049
7545	CWC22	-0.218	-0.074	-0.272	-0.388	-0.332
7546	PXR1	0.886	1.018	0.968	0.954	0.036
7547	BGL2	0.115	0.169	0.271	0.501	0.649
7548	ERV29	-0.792	-0.986	-1.157	-0.845	-0.535
7549	MAS2	0.498	0.546	-0.159	0.345	0.024
7550	VMA16	0.18	0.23	0.15	0.813	0.659
7551	DAP2	-0.171	-0.421	-0.246	-0.592	-1.089
7552	SLT2	0.165	0.566	-0.032	-0.172	-0.226
7553	ERC1	-1.607	-1.18	-1.215	-1.434	-0.218
7554	PIH1	-1.714	-1.83	-0.268	-0.608	-0.426
7555	ORC6	-0.595	-0.096	-0.248	-0.08	-0.214
7556	MSH1	-1.125	0.062	0.469	-0.285	0.397
7557	CIA2	-0.466	-0.215	-0.363	0.657	-0.219
7558	NDT80	null	-0.104	null	-0.112	-0.214
7559	ANS1	null	-1.251	null	-0.973	-1.075
7560	FUR1	null	0.335	0.287	0.917	0.897
7561	YHR213W	-0.544	-0.72	-0.539	-1.118	-0.384
7562	PHO12	1.121	0.678	0.277	0.965	1.584
7563	YHR217C	-0.235	-0.547	-0.217	-0.457	-0.141
